access_num,gid,koid,cogid,hprd_nid,nhit_ref,nevalue,nscore,hprd_aid,ahit_ref,aevalue,ascore,degid,organismid
CEG0639,50085349,K00528,COG1018C,15240,NM_017819.2,0.92,100,18855_1,NP_001026842.2,9.00E-76,24.24,DEG10130262,1
CEG0169,50085359,K00600,COG0112E,10603,NM_018151.3,0.095,100,00717_1,NP_005403.2,0,45.13,DEG10130263,1
CEG0084,50085371,K02357,COG0264J,13253,NM_152511.3,1,100,05285_1,NP_005717.3,7.00E-86,26.97,DEG10130264,1
CEG0026,50085372,K02967,COG0052J,1420,NM_001143818,0.88,100,14783_1,NP_057118.1,5.00E-87,31.82,DEG10130265,1
CEG0200,50085387,K00974,COG0617J,19490,NM_173615.3,0.095,100,18227_1,NP_886552.2,2.00E-71,28.78,DEG10130266,1
CEG0488,50085388,K00425,COG1271C,8038,NM_001093729,0.48,95.65,16528_1,NP_940933.3,2.10E-01,20.96,DEG10130267,1
CEG0031,50085394,K03110,COG0552U,12732,NM_014283.3,5.3,95.24,05330_1,NP_003127.1,1.00E-98,33.44,DEG10130268,1
CEG1653,50085409,K10764,COG0626E,16125,NM_016540.3,1.4,96.15,09633_1,NP_001893.2,2.00E-164,37.25,DEG10130269,1
CEG0271,50085418,K00748,COG0763M,11682,NM_019045.3,0.36,100,12047_1,NP_942090.1,3.90E-01,31.58,DEG10130270,1
CEG0389,50085432,K01591,COG0284F,7727,NM_018309.2,3.2,100,02022_1,NP_000364.1,2.10E-01,28.42,DEG10130271,1
CEG0294,50085438,K02945,COG0539J,19452,NM_001142645,0.51,92.59,18752_1,NP_055791.1,5.00E-142,24.64,DEG10130272,1
CEG0006,50085439,K00945,COG0283F,14826,NM_021191.2,0.8,100,10472_1,NP_777283.1,7.00E-03,51.43,DEG10130273,1
CEG0082,50085452,K02341,COG0470L,13858,NM_001135920,1.2,100,15211_2,NP_660356.2,2.00E-01,32.26,DEG10130274,1
CEG0237,50085453,K00979,COG1212M,6860,NM_012214.2,0.015,100,04501_1,NP_061156.1,3.00E-79,26.4,DEG10130275,1
CEG0236,50085454,K00912,COG1663M,9638,NM_178127.4,0.001,96.3,00839_1,NP_076919.1,4.10E-02,38.33,DEG10130276,1
CEG0260,50085455,K11085,COG1132V,10400,NM_007188.3,0.13,90.63,09262_4,NP_062571.1,1.00E-153,32.11,DEG10130277,1
CEG0273,50085464,K00791,COG0324J,4259,NM_133333.1,1.1,100,18226_1,NP_060116.2,2.00E-113,26.67,DEG10130278,1
CEG0141,50085466,K06925,COG0802R,15579,NM_001042601,0.55,95.45,19502_1,NP_001361.1,2.50E-01,29.21,DEG10130279,1
CEG1290,50085472,K03576,COG0583K,16199,NM_177952.2,0.07,100,01184_1,NP_004524.3,1.5,25.15,DEG10130280,1
CEG1608,50085489,K09800,COG2911S,6563,NM_152579.2,0.35,100,08339_1,NP_056485.2,1.10E-01,26,DEG10130281,1
CEG1876,50085490,---,COG0729M,4551,NM_003664.3,0.21,100,10826_1,NP_056195.3,1.40E-02,29.79,DEG10130282,1
CEG0583,50085492,K06134,COG2941H,5288,NM_004760.2,0.048,100,03401_1,NP_057222.2,5.00E-57,24.26,DEG10130283,1
CEG0202,50085495,K01633,COG1539H,5835,NM_032383.3,0.44,100,13495_1,NP_940908.2,1.00E-01,27.69,DEG10130284,1
CEG0864,50085497,K11996,COG0476H,9210,NM_003798.2,0.96,100,10092_1,NP_055299.1,6.00E-68,38.6,DEG10130285,1
CEG0017,161349962,K02835,COG0216J,16264,NM_153181.2,1.3,100,17613_1,NP_061914.3,3.00E-128,47.39,DEG10130286,1
CEG0131,50085515,K02990,COG0360J,10335,NM_145291.3,1.8,100,10109_4,NP_001136088.1,2.10E-02,30.36,DEG10130287,1
CEG0130,50085516,K02963,COG0238J,4237,NM_001142885,1,100,14780_1,NP_060605.1,1.00E-18,28.79,DEG10130288,1
CEG0080,50085518,K02314,COG0305L,16568,NM_145016.3,1.7,100,09735_1,NP_055444.2,2.80E-01,26.53,DEG10130289,1
CEG0764,50085530,K03557,COG2901KL,1110,NM_002372.2,0.33,100,05351_1,NP_006627.2,1,31.75,DEG10130290,1
CEG0643,50085531,K00602,COG0138F,11248,NM_001040274,0.12,100,03434_1,NP_004035.2,0,38.49,DEG10130291,1
CEG0529,50085532,K01945,COG0151F,6586,NM_023934.3,0.002,100,00716_4,NP_001129478.1,0,47.79,DEG10130292,1
CEG0333,50085538,K03179,COG0382H,5456,NM_007065.3,1,100,13062_1,NP_056512.5,3.00E-104,33.69,DEG10130293,1
CEG0285,50085541,K01915,COG0174E,7791,NM_024910.1,1.7,100,13585_1,NP_057655.2,5.00E-127,25.05,DEG10130294,1
CEG0683,50085543,K01658,COG0512EH,13460,AK124214.1,2.7,100,06437_1,NP_004332.2,1.00E-59,28.31,DEG10130295,1
CEG0496,50085544,K00766,COG0547E,19347,NM_207163.1,1.2,95.45,08833_3,NP_001107228.1,5.00E-52,26.09,DEG10130296,1
CEG0677,50085545,K01609,COG0134E,10796,NM_014895.2,0.065,100,04036_2,NP_001095132.1,2.5,33.33,DEG10130297,1
CEG0238,50085551,K01495,COG0302H,16306,NM_006547.2,0.18,95.65,02573_2,NP_001019195.1,3.00E-90,50.28,DEG10130298,1
CEG0239,50085555,K01599,COG0407H,13679,NM_032303.3,5,100,01441_1,NP_000365.3,2.00E-170,48.87,DEG10130299,1
CEG1758,50085561,---,---,8602,NM_001098832,1,100,09626_1,NP_112600.1,5.70E-01,36.11,DEG10130300,1
CEG1759,50085562,---,---,8042,NM_152750.4,0.001,100,04781_1,NP_004789.1,1.5,38.1,DEG10130301,1
CEG1760,50085563,---,---,11345,NM_173822.3,0.72,100,09406_1,NP_065813.1,2.60E-01,33.33,DEG10130302,1
CEG0368,50085591,---,COG0583K,17846,NM_015651.1,1.1,100,18447_1,NP_001013725.2,1.00E-01,32.94,DEG10130303,1
CEG1154,50085603,K02055,COG0687E,13431,NM_016206.2,0.36,100,08844_2,NP_000805.1,2.6,29.41,DEG10130304,1
CEG1783,50085604,---,COG0069E,5418,NM_002093.3,0.4,100,05429_1,NP_060015.1,8.00E-38,30,DEG10130305,1
CEG0311,50085612,---,COG0477GEPR,18506,NM_207333.2,1.8,100,12125_1,NP_004781.2,7.00E-94,17.57,DEG10130306,1
CEG0658,50085637,K00931,COG0263E,1786,NM_212472.1,0.34,100,00696_2,NP_001017423.1,1.00E-102,34.69,DEG10130307,1
CEG0138,50085638,K03979,COG0536R,1490,NM_003331.4,0.006,100,13617_1,NP_056481.1,2.00E-107,37.28,DEG10130308,1
CEG0061,50085641,K00134,COG0057G,14643,NM_178838.3,0.44,95.65,00713_1,NP_002037.2,2.00E-142,37.57,DEG10130309,1
CEG0758,50085652,K03474,COG0854H,9722,NM_018981.1,0.85,100,09732_2,NP_001036111.1,3.60E-01,27.12,DEG10130310,1
CEG0101,50085654,K03595,COG1159R,16065,NM_016377.2,0.079,100,08466_1,NP_005693.1,2.00E-86,25.86,DEG10130311,1
CEG0185,50085657,K03100,COG0681U,6085,NM_018206.4,0.25,100,08048_1,NP_659418.1,4.00E-03,30,DEG10130312,1
CEG0769,50085658,K03596,COG0481M,7821,NM_021927.2,6.00E-04,93.75,07821_1,NP_068746.2,0,48.68,DEG10130313,1
CEG0631,50085661,K00278,COG0029H,12264,NM_005808.2,2,95.45,02914_1,NP_004159.2,0,29.9,DEG10130314,1
CEG1205,50085664,K02619,COG0115EH,3720,NM_144489.2,0.96,100,11148_1,NP_775873.2,1.1,30,DEG10130315,1
CEG0231,50085672,K00674,COG2171E,7612,NM_032582.3,0.062,100,03443_5,NP_733776.1,9.60E-01,31.65,DEG10130316,1
CEG1904,50085678,---,COG1056H,12022,NM_022782.2,0.042,100,08281_1,NP_848599.3,5.80E-01,23.18,DEG10130317,1
CEG0447,50085680,---,COG0778C,8819,NM_001080383,0.24,100,16668_1,NP_981932.1,6.00E-25,36.07,DEG10130318,1
CEG2025,50085681,---,COG3323S,403,NM_000715.3,0.39,100,08765_1,NP_689804.1,5.50E-01,34.78,DEG10130319,1
CEG0530,50085683,K01952,COG0047F,16516,NM_015338.5,1.2,100,09072_1,NP_036525.1,0,35.88,DEG10130320,1
CEG0828,50085688,K07107,COG0824R,11242,NM_144718.3,0.5,100,09182_2,NP_982271.2,2.40E-01,26.42,DEG10130321,1
CEG0421,50085695,K03841,COG0158G,11126,NM_015312.3,0.019,100,01973_2,NP_001121100.1,1.00E-139,40.06,DEG10130322,1
CEG1130,50085704,K01933,COG0150F,18073,NM_020123.3,0.081,100,00716_4,NP_001129478.1,4.00E-159,49.26,DEG10130323,1
CEG0259,50085710,K09810,COG1136V,9571,NM_001139490,0.051,95.83,10622_1,NP_525023.2,1.00E-60,25.45,DEG10130324,1
CEG0103,50085711,K09808,COG4591M,5045,NM_152405.3,0.37,100,13648_1,NP_997465.1,7.7,26.76,DEG10130325,1
CEG0384,161349961,K00831,COG1932HE,12057,NM_014254.1,1.3,100,17918_1,NP_478059.1,1.00E-179,49.17,DEG10130326,1
CEG0121,50085721,K02469,COG0188L,17467,NM_021204.3,3.3,100,00537_1,NP_001059.2,2.00E-123,26.16,DEG10130327,1
CEG1980,50085722,---,COG2318S,15450,NM_001128206,2.4,100,19296_1,NP_036567.2,4.6,26.92,DEG10130328,1
CEG0761,50085723,K03522,COG2025C,7813,NM_021826.4,1.1,100,01979_1,NP_000117.1,3.00E-142,55.95,DEG10130329,1
CEG0556,50085724,K03521,COG2086C,17845,NM_014660.2,0.057,95.83,00557_1,NP_001976.1,7.00E-112,57.14,DEG10130330,1
CEG0283,50085727,K01778,COG0253E,3511,NM_198977.1,1,100,09539_3,NP_001005159.1,3,29.09,DEG10130331,1
CEG0517,50085728,K01586,COG0019E,4515,NM_001371.2,0.38,100,17657_1,NP_443724.1,2.00E-99,26.48,DEG10130332,1
CEG0423,50085733,K04568,COG2269J,5944,NM_178423.1,1.2,100,03249_1,AAG30114.1,1.00E-98,26.61,DEG10130333,1
CEG1761,50085774,---,---,10781,NM_015702.2,0.77,100,07385_4,NP_001104489.1,4,27.45,DEG10130334,1
CEG1037,50085822,K01005,COG2977Q,3051,NM_005164.3,0.063,100,04326_1,NP_003259.2,2.00E-01,28.24,DEG10130335,1
CEG1964,50085841,---,COG2067I,7041,NM_006226.3,0.096,95.83,17124_2,NP_001098539.1,7.80E-02,26.67,DEG10130336,1
CEG0140,50085882,K04078,COG0234O,6016,NM_021230.2,0.083,95.65,02535_1,NP_002148.1,3.00E-27,40.91,DEG10130337,1
CEG1089,50085885,K01596,COG1274C,2026,NM_001018073,0.035,84.21,02026_1,NP_004554.2,0,50,DEG10130338,1
CEG0110,50085890,K01491,COG0190H,19061,NM_001080462,1,100,01403_1,NP_005947.3,2.00E-108,40.41,DEG10130339,1
CEG1762,50085893,---,---,1558,NM_002903.2,0.093,100,04418_1,NP_009166.2,1.00E-01,38.46,DEG10130340,1
CEG0274,50085894,K00796,COG0294H,17604,NM_001100909,4,100,15580_1,NP_057114.5,1.2,28.38,DEG10130341,1
CEG0137,50085895,K03798,COG0465O,19377,NM_031923.1,2.3,100,04149_1,NP_003110.1,0,41.63,DEG10130342,1
CEG0703,50085900,K01956,COG0505EF,1995,NM_001122633,1.4,95.45,06437_1,NP_004332.2,2.00E-156,38.38,DEG10130343,1
CEG1132,50085901,K01955,COG0458EF,6399,NM_182760.3,0.98,100,01995_2,NP_001116105.1,0,40.19,DEG10130344,1
CEG0070,50085911,K01867,COG0180J,3295,NM_001144001,0.077,100,05295_1,NP_056651.1,8.00E-116,28.32,DEG10130345,1
CEG0625,50085917,K00240,COG0479C,10104,NM_015057.3,0.84,100,01707_1,NP_002991.2,2.00E-111,56.71,DEG10130346,1
CEG0485,50085919,K00242,COG2142C,8078,NM_153251.2,0.42,90,18716_1,NP_001030312.2,7.60E-01,28.26,DEG10130347,1
CEG0626,50085920,K00241,COG2009C,549,NM_001964.2,0.46,100,03878_1,NP_002992.1,1.50E-01,28.7,DEG10130348,1
CEG1096,50085921,K01647,COG0372C,13849,NM_015694.2,0.38,95.65,00349_1,NP_004068.2,1.00E-121,28.37,DEG10130349,1
CEG0702,50085923,K01950,COG0388R,9254,NM_012281.2,0.49,95.65,16309_1,NP_060631.2,8.00E-162,21.4,DEG10130350,1
CEG0170,50085927,K00954,COG0669H,544,NM_000111.2,0.57,95.45,04059_1,NP_002852.1,6.70E-02,34.48,DEG10130351,1
CEG0426,50085932,K05807,COG4105R,5001,NM_002214.2,0.32,100,05482_1,NP_003611.1,1.90E-01,31.65,DEG10130352,1
CEG0118,50085933,K02316,COG0358L,15906,NM_015113.3,0.57,100,15410_2,NP_689450.1,6.10E-01,43.18,DEG10130353,1
CEG0292,50085934,K02492,COG0373H,16917,NM_017858.2,1.5,95.45,17823_1,NP_065385.2,5.90E-01,29.7,DEG10130354,1
CEG0247,50085936,K02494,COG3017M,10620,NM_014911.3,0.011,100,00893_1,NP_002176.2,1.20E-02,26.14,DEG10130355,1
CEG0066,50085938,K00948,COG0462FE,14520,NM_032299.3,0.29,100,02413_1,NP_002755.1,1.00E-139,48.57,DEG10130356,1
CEG0293,50085939,K02897,COG1825J,13018,NM_021248.1,1.4,100,14796_1,NP_056275.2,4.40E-01,36.36,DEG10130357,1
CEG0035,50085940,K01056,COG0193J,10620,NM_014911.3,0.68,100,12936_1,NP_001002913.1,9.00E-66,33.71,DEG10130358,1
CEG0030,50085952,K03086,COG0568K,15173,NM_015062.3,6.00E-04,100,01125_2,NP_001073291.1,4.10E-02,20.3,DEG10130359,1
CEG0346,50085954,K03801,COG0321H,13503,NM_198461.3,0.2,100,19568_1,NP_001138341.1,6.00E-54,32.32,DEG10130360,1
CEG1173,50085961,K02302,COG0007H,5678,NM_022436.2,0.027,100,13037_3,NP_001070863.1,1.80E-01,28.47,DEG10130361,1
CEG0009,161349959,K01875,COG0172J,16650,NM_003678.4,0.38,95.65,15295_1,NP_060297.1,1.00E-154,29.95,DEG10130362,1
CEG0220,50085964,K03634,COG2834M,13297,NM_014864.3,3.2,100,03244_3,NP_001092883.1,2.90E-01,22.84,DEG10130363,1
CEG0124,50085966,K02888,COG0261J,4235,NM_001032221,0.35,100,12125_5,NP_695011.1,4.70E-01,29.63,DEG10130364,1
CEG0248,50085967,K02523,COG0142H,12366,NM_019085.1,0.29,95.65,09591_1,NP_055132.2,3.00E-89,31.31,DEG10130365,1
CEG0039,50085977,K01873,COG0525J,14794,NM_016132.3,0.88,100,10362_2,NP_006286.1,0,41.02,DEG10130366,1
CEG1763,50086002,---,---,18598,NM_001017992,0.6,100,16212_1,NP_036433.2,9.90E-02,31.58,DEG10130367,1
CEG0976,50086003,K00392,COG0155P,19536,NM_001136499,2,100,01618_1,NP_000531.2,5.5,29.41,DEG10130368,1
CEG0472,50086007,---,COG2207K,8397,NM_013340.2,0.079,100,16576_1,NP_060487.2,5.8,26.32,DEG10130369,1
CEG0622,50086028,K00097,COG1995H,6706,NM_021183.3,0.019,100,11394_2,NP_932076.1,7.3,29.23,DEG10130370,1
CEG0044,50086029,K02871,COG0102J,19622,NM_001144990,2,100,14740_1,NP_054797.2,6.00E-47,30.34,DEG10130371,1
CEG0133,50086030,K02996,COG0103J,16778,NM_014985.2,7,100,17602_1,NP_872578.1,8.00E-45,36.36,DEG10130372,1
CEG0795,50086034,K04754,---,17456,NM_016019.2,1.1,100,05684_1,NP_059509.1,6.00E-01,32.63,DEG10130373,1
CEG1974,50086035,---,COG2208TK,12769,NM_016407.3,0.29,100,00560_6,NP_001123528.1,2,23.86,DEG10130374,1
CEG1764,50086036,---,---,9276,NM_001002800,0.68,100,13115_1,NP_077024.2,2,29.21,DEG10130375,1
CEG0246,50086044,K02335,COG0258L,714,NM_005276.2,0.84,100,10375_2,NP_955452.3,0,27.25,DEG10130376,1
CEG0486,50086046,K00286,COG0345E,11641,NM_006809.4,0.99,95.45,01528_2,NP_722546.1,1.00E-101,34.05,DEG10130377,1
CEG0102,50086047,K04075,COG0037D,6069,NM_032389.3,0.42,95.65,08363_1,NP_976325.1,1.70E-01,26.51,DEG10130378,1
CEG0077,50086048,K01962,COG0825I,9300,NM_004738.3,0.004,100,01952_1,NP_071415.1,1.00E-53,28.26,DEG10130379,1
CEG1075,50086049,K01514,COG0248FP,16851,NM_022351.4,0.46,95.65,17254_1,NP_776252.1,4.7,37.5,DEG10130380,1
CEG0301,50086050,K03671,COG0526OC,4833,NM_012062.3,1.5,95.24,07504_1,NP_005733.1,3.00E-32,29.36,DEG10130381,1
CEG0002,50086054,K01890,COG0073R ,6276,NM_001127231,0.72,100,09947_1,NP_005678.3,3.00E-131,24.3,DEG10130382,1
CEG0011,50086055,K01889,COG0016J,3684,NM_207189.2,0.3,100,09946_1,NP_006558.1,3.00E-91,33.69,DEG10130383,1
CEG0046,50086059,K02887,COG0292J,16517,NM_024997.2,1.6,100,14746_1,NP_060441.2,6.00E-33,38.61,DEG10130384,1
CEG0092,50086060,K02916,COG0291J,12072,NM_016224.3,3.4,100,03867_1,NP_005594.1,6.30E-01,33.33,DEG10130385,1
CEG0015,50086066,K02520,COG0290J,16000,NM_017650.2,2.5,100,14536_1,NP_653219.1,1.3,25.3,DEG10130386,1
CEG0008,50086067,K01868,COG0441J,14324,NM_178011.3,0.002,100,01762_1,NP_689508.3,0,40.35,DEG10130387,1
CEG0396,50086072,K01918,COG0414H,14255,NM_020437.4,0.25,100,05795_1,NP_057613.4,2.8,28.07,DEG10130388,1
CEG0377,50086073,K00606,COG0413H,9804,NM_001042669,0.22,100,17375_1,NP_001010901.1,2.3,35.19,DEG10130389,1
CEG0505,50086074,K00950,COG0801H,19622,NM_001144990,2.2,100,05893_1,NP_065970.2,3.6,36.11,DEG10130390,1
CEG0385,50086079,K00951,COG0317TK,12805,NM_144629.2,0.7,100,14635_1,NP_940929.1,6.00E-03,28.1,DEG10130391,1
CEG2082,50086105,---,COG5001T,14622,NM_178549.2,0.04,96,17235_1,NP_065789.1,2.7,36.73,DEG10130392,1
CEG0620,50086106,K00053,COG0059EH,3524,NM_001008539,1.2,100,12502_1,NP_115655.2,3.30E-02,31.51,DEG10130393,1
CEG0681,50086107,K01653,COG0440E,10440,NM_005146.4,2.3,95.24,00513_2,NP_001008844.1,2.3,27.38,DEG10130394,1
CEG0113,50086110,K01869,COG0495J,7763,NM_024537.2,0.8,100,05178_1,NP_056155.1,0,36.08,DEG10130395,1
CEG0081,50086112,K02340,COG1466L,10565,NM_175625.2,1.2,100,13934_1,NP_778253.2,1.4,30.12,DEG10130396,1
CEG1921,50086117,---,COG1262S,16551,NM_152414.3,1.2,100,06399_1,NP_877437.2,6.00E-74,23.37,DEG10130397,1
CEG0194,50086120,K00208,COG0623I,6812,NM_005108.3,1,100,07483_2,NP_005785.1,4.00E-77,23.26,DEG10130398,1
CEG0310,50086122,K13288,COG1949A,16126,NM_018002.2,0.64,100,06192_1,NP_056338.2,1.00E-87,47.7,DEG10130399,1
CEG0165,50086128,K13038,COG0452H,6039,NM_001113239,0.39,100,14377_1,NP_068595.3,2.00E-74,34.24,DEG10130400,1
CEG0587,50086135,K06190,COG2917D,16367,NM_003666.2,0.78,100,14747_3,NP_852614.1,6,33.33,DEG10130401,1
CEG0142,50086148,K00382,COG1249C,994,NM_000877.2,0.42,92.59,18519_1,NP_006431.2,4.00E-143,22.13,DEG10130402,1
CEG0276,50086151,K00998,COG1183I,1157,NM_001085377,0.25,100,13024_2,NP_001007795.1,2.00E-03,25.81,DEG10130403,1
CEG0617,50086156,K00024,COG0039C,1510,NM_001136530,1.2,100,01100_1,NP_005908.1,3.00E-131,52.55,DEG10130404,1
CEG0163,50086161,K07042,COG0319R,11610,NM_032028.3,0.56,100,10754_1,NP_478061.1,3.00E-54,27.97,DEG10130405,1
CEG0601,50086186,K09159,COG2938S,13888,NM_033393.2,0.29,100,00594_1,NP_005227.1,1.30E-01,38.89,DEG10130406,1
CEG0045,50086189,K02879,COG0203J,8781,NM_173687.2,0.11,100,10096_1,NP_071344.1,9.00E-43,35.19,DEG10130407,1
CEG0029,50086190,K03040,COG0202K,12381,NM_182762.3,1.2,95.45,19004_1,NP_001034201.2,4.30E-01,35,DEG10130408,1
CEG0097,50086191,K02986,COG0522J,17483,NM_032927.2,2.9,100,17905_1,NP_064612.2,1.20E-01,34.09,DEG10130409,1
CEG0025,50086192,K02948,COG0100J,17355,NM_001012418,1.8,100,14776_1,NP_073750.2,2.00E-37,47.27,DEG10130410,1
CEG0129,50086193,K02952,COG0099J,11700,NM_170768.1,1.6,100,19253_1,NP_001087248.1,4.00E-30,26.72,DEG10130411,1
CEG0055,50086195,K03076,COG0201U,16956,NM_001001697,1.6,100,15317_2,NP_001136099.1,1.30E-02,21.31,DEG10130412,1
CEG0019,50086196,K02876,COG0200J,247,NM_001128840,2,95.24,14742_1,NP_054894.1,8.00E-35,34.58,DEG10130413,1
CEG0091,50086197,K02907,COG1841J,9416,NM_001145525,0.049,100,09762_3,NP_149062.1,5.7,35.9,DEG10130414,1
CEG0027,50086198,K02988,COG0098J,16960,NM_207383.2,0.58,100,10099_1,NP_114108.1,4.00E-58,27.16,DEG10130415,1
CEG0087,50086199,K02881,COG0256J,17916,NM_214710.3,0.4,100,14744_1,NP_054880.2,2.00E-30,30.43,DEG10130416,1
CEG0024,50086200,K02933,COG0097J,16050,NM_003670.2,0.16,100,04732_2,NP_001020092.1,3.00E-46,27.11,DEG10130417,1
CEG0132,50086201,K02994,COG0096J,15249,NM_018993.2,0.12,100,04723_2,NP_001025180.1,1.00E-47,27.48,DEG10130418,1
CEG0049,50086202,K02954,COG0199J,18186,NM_145715.2,5.4,100,14777_1,NP_071383.1,2.00E-28,35.48,DEG10130419,1
CEG0003,50086203,K02931,COG0094J,10634,NM_144508.3,0.63,100,10364_1,NP_000966.2,2.00E-45,28.15,DEG10130420,1
CEG0022,50086204,K02895,COG0198J,19397,NM_001009984,5.7,100,14749_2,NP_078816.2,1.00E-38,28.28,DEG10130421,1
CEG0018,50086205,K02874,COG0093J,15688,NM_001123329,0.007,96,04716_1,NP_000969.1,2.00E-33,39.42,DEG10130422,1
CEG0050,50086206,K02961,COG0186J,8719,NM_152680.1,1.2,100,01599_1,NP_001006.1,3.00E-21,32.14,DEG10130423,1
CEG0023,50086207,K02904,COG0255J,15570,NM_001004342,0.055,100,10200_1,NP_009140.1,5.00E-03,38.71,DEG10130424,1
CEG0020,50086208,K02878,COG0197J,12831,NM_018691.2,1.9,100,14743_1,NP_060310.1,2.00E-44,34.23,DEG10130425,1
CEG0052,50086209,K02982,COG0092J,16779,NM_024491.2,0.89,100,10941_1,NP_000996.2,2.00E-60,26.16,DEG10130426,1
CEG0021,50086210,K02890,COG0091J,2918,NM_001135187,0.38,100,14748_1,NP_054899.2,7.00E-36,33.63,DEG10130427,1
CEG0051,50086211,K02965,COG0185J,13510,NM_198442.1,0.31,100,01613_1,NP_001009.1,2.00E-20,40.74,DEG10130428,1
CEG0088,50086212,K02886,COG0090J,8316,NM_144612.4,0.062,100,14745_1,NP_057034.2,2.00E-70,38.74,DEG10130429,1
CEG0125,50086213,K02892,COG0089J,12948,NM_148178.1,0.023,100,02876_1,NP_066957.3,1.00E-26,25.88,DEG10130430,1
CEG0047,50086214,K02926,COG0088J,17181,NM_014701.2,0.72,100,14759_2,NP_666499.1,1.00E-77,26.26,DEG10130431,1
CEG0090,50086215,K02906,COG0087J,16539,NM_015172.3,3,95.24,06175_1,NP_009139.1,6.00E-90,30.92,DEG10130432,1
CEG0093,50086216,K02946,COG0051J,2950,NM_002711.3,0.37,100,14775_1,NP_060611.2,1.00E-29,30.69,DEG10130433,1
CEG0058,50086223,K03978,COG0218R,17082,NM_018530.2,1,100,13700_4,NP_054889.2,2.00E-78,31.9,DEG10130434,1
CEG0379,50086227,K00631,COG2937I,12623,NM_001098625,0.78,100,04120_1,NP_055051.1,2.00E-149,27.97,DEG10130435,1
CEG1847,50086232,---,COG0494LR,17861,NM_015549.1,0.47,100,05880_1,NP_009014.2,3.00E-38,21.26,DEG10130436,1
CEG0148,50086242,K01662,COG1154HI,10084,NM_145058.1,0.58,95.65,06001_2,NP_001128527.1,5.00E-171,23.85,DEG10130437,1
CEG0278,50086243,K01497,COG0807H,4515,NM_001371.2,0.18,100,05094_1,BAA92353.1,2,28.41,DEG10130438,1
CEG0483,50086244,K00228,COG0408H,17888,NM_014906.3,4.6,100,00417_1,NP_000088.3,3.00E-151,44.41,DEG10130439,1
CEG0149,50086247,K01772,COG0276H,5407,NM_003675.3,0.31,95.65,01509_2,NP_001012533.1,3.00E-127,22.85,DEG10130440,1
CEG0172,50086249,K01776,COG0796M,16383,NM_018557.2,0.26,100,03193_3,NP_064733.2,8.90E-01,41.86,DEG10130441,1
CEG0206,50086258,K01878,COG0752J,18541,NM_006045.1,1.2,92.31,00675_2,NP_001124491.1,1.1,28.43,DEG10130442,1
CEG0207,50086259,K01879,COG0751J,2546,NM_005955.2,0.16,100,07214_1,NP_004512.1,1.1,27.1,DEG10130443,1
CEG0314,50086287,K00058,COG0111HE,14304,NM_014873.2,0.094,100,06047_1,NP_006614.2,2.00E-111,37.24,DEG10130444,1
CEG2269,50086293,---,---,14376,NM_020128.2,0.078,100,09895_2,NP_004739.3,1.70E-01,20.61,DEG10130445,1
CEG0123,50086295,K02884,COG0335J,11101,NM_014779.2,0.43,95.45,11370_2,NP_055578.2,8.00E-25,32.81,DEG10130446,1
CEG0034,50086296,K00554,COG0336J,19373,NM_001098845,3.5,100,09250_1,NP_006411.2,8.20E-01,34,DEG10130447,1
CEG0122,50086297,K02860,COG0806J,4072,NM_002388.3,0.16,100,02567_1,NP_004095.4,6.00E-01,35.14,DEG10130448,1
CEG0096,50086298,K02959,COG0228J,10180,NM_015361.2,1.2,100,14778_1,NP_057149.1,1.00E-31,43.04,DEG10130449,1
CEG0296,50086306,K03527,COG0761IM,17194,NM_001009814,4.4,95.24,17194_2,NP_001009814.1,2.00E-01,31.58,DEG10130450,1
CEG0107,50086307,K00942,COG0194F,596,NM_000124.2,0.012,100,02177_1,NP_066943.2,6.00E-59,22.1,DEG10130451,1
CEG0630,50086329,K00266,COG0493ER,15919,NM_001007253,1.7,100,02036_1,NP_000101.2,0,29.68,DEG10130452,1
CEG0629,50086330,K00265,COG0070E,7846,NM_024677.4,0.34,100,05532_2,NP_001005783.1,6.00E-03,43.48,DEG10130453,1
CEG0525,50086332,K01735,COG0337E,4544,NM_172166.3,0.083,100,01431_1,NP_004479.1,3.2,37.29,DEG10130454,1
CEG0235,50086333,K00891,COG0703E,8875,NM_006177.3,0.01,100,07974_1,NP_079114.3,3.00E-61,30.06,DEG10130455,1
CEG0147,50086341,K01000,COG0472M,942,NM_002221.3,0.085,100,01879_1,NP_001373.2,2.00E-50,23.04,DEG10130456,1
CEG0076,50086342,K01929,COG0770M,6282,NM_021177.3,0.11,100,00614_1,NP_000843.1,8.10E-01,29.76,DEG10130457,1
CEG0210,50086343,K01928,COG0769M,7834,NM_001142683,1.8,100,05531_1,NP_008968.4,4.40E-01,26.21,DEG10130458,1
CEG0298,50086344,K03587,COG0768M,17858,NM_030821.4,0.56,95.65,,,no hit,no hit,DEG10130459,1
CEG0297,50086345,K03586,COG3116D,12391,NM_023928.3,1.5,100,11429_3,NP_001137544.1,9.50E-02,36.54,DEG10130460,1
CEG0151,50086349,K01885,COG0008J,12719,NM_207419.3,1.8,100,11174_3,NP_001077083.1,0,33.6,DEG10130461,1
CEG1548,50086362,K07659,COG0745TK,10278,NM_053002.3,0.23,100,04994_4,NP_620595.1,3.4,41.94,DEG10130462,1
CEG1543,50086363,K07638,COG0642T,14841,NM_198465.2,0.11,100,03954_1,NP_002601.1,2.00E-41,25.21,DEG10130463,1
